1.463417e-03 -6.746713e-04 -8.928285e-04 -1.032412e-03 -1.121780e-03 -1.179413e-03 -1.216695e-03 -1.240776e-03 -1.256252e-03 -1.266118e-03 -1.272342e-03 -1.276221e-03 -1.278605e-03 -1.280048e-03 -1.280906e-03 -1.281406e-03 -1.281691e-03 -1.281850e-03 -1.281935e-03 -1.281978e-03 -1.281999e-03 -1.282008e-03 -1.282010e-03 -1.282009e-03 -1.282007e-03 -1.282004e-03 -1.282002e-03 -1.282000e-03 -1.281998e-03 -1.281996e-03 -1.281995e-03 -1.281994e-03 -1.281994e-03 -1.281994e-03 -1.281994e-03 -1.281994e-03 -1.281995e-03 -1.281996e-03 -1.281997e-03 -1.281999e-03 -1.282001e-03 -1.282002e-03 -1.282002e-03 -1.281999e-03 -1.281992e-03 -1.281973e-03 -1.281935e-03 -1.281862e-03 -1.281725e-03 -1.281478e-03 -1.281044e-03 -1.280298e-03 -1.279041e-03 -1.276958e-03 -1.273560e-03 -1.268101e-03 -1.259441e-03 -1.245865e-03 -1.224781e-03 -1.192283e-03 -1.142418e-03 -1.065994e-03 -9.484779e-04 -7.662387e-04 -4.375893e-04 
-1.195092e-03 -4.225534e-03 -5.947624e-03 -6.973472e-03 -7.616379e-03 -8.027036e-03 -8.291342e-03 -8.461637e-03 -8.570982e-03 -8.640714e-03 -8.684765e-03 -8.712273e-03 -8.729221e-03 -8.739505e-03 -8.745641e-03 -8.749231e-03 -8.751287e-03 -8.752432e-03 -8.753050e-03 -8.753366e-03 -8.753516e-03 -8.753577e-03 -8.753592e-03 -8.753584e-03 -8.753568e-03 -8.753548e-03 -8.753529e-03 -8.753512e-03 -8.753498e-03 -8.753486e-03 -8.753477e-03 -8.753471e-03 -8.753467e-03 -8.753466e-03 -8.753468e-03 -8.753471e-03 -8.753478e-03 -8.753486e-03 -8.753497e-03 -8.753510e-03 -8.753522e-03 -8.753533e-03 -8.753535e-03 -8.753518e-03 -8.753462e-03 -8.753329e-03 -8.753054e-03 -8.752519e-03 -8.751528e-03 -8.749748e-03 -8.746632e-03 -8.741295e-03 -8.732325e-03 -8.717510e-03 -8.693418e-03 -8.654793e-03 -8.593644e-03 -8.497885e-03 -8.349241e-03 -8.119957e-03 -7.767395e-03 -7.224735e-03 -6.383982e-03 -5.062093e-03 -2.555529e-03 
-3.021487e-03 -6.971276e-03 -9.252137e-03 -1.077954e-02 -1.179476e-02 -1.246632e-02 -1.290821e-02 -1.319706e-02 -1.338433e-02 -1.350457e-02 -1.358089e-02 -1.362873e-02 -1.365828e-02 -1.367626e-02 -1.368700e-02 -1.369331e-02 -1.369692e-02 -1.369894e-02 -1.370004e-02 -1.370060e-02 -1.370087e-02 -1.370099e-02 -1.370102e-02 -1.370101e-02 -1.370098e-02 -1.370095e-02 -1.370092e-02 -1.370090e-02 -1.370087e-02 -1.370085e-02 -1.370084e-02 -1.370083e-02 -1.370082e-02 -1.370082e-02 -1.370082e-02 -1.370083e-02 -1.370083e-02 -1.370085e-02 -1.370086e-02 -1.370088e-02 -1.370090e-02 -1.370092e-02 -1.370092e-02 -1.370088e-02 -1.370077e-02 -1.370053e-02 -1.370004e-02 -1.369909e-02 -1.369733e-02 -1.369419e-02 -1.368870e-02 -1.367932e-02 -1.366359e-02 -1.363766e-02 -1.359558e-02 -1.352831e-02 -1.342216e-02 -1.325666e-02 -1.300128e-02 -1.261067e-02 -1.201741e-02 -1.112109e-02 -9.771610e-03 -7.743586e-03 -4.491213e-03 
-4.051207e-03 -8.653269e-03 -1.147340e-02 -1.340594e-02 -1.471771e-02 -1.560017e-02 -1.618849e-02 -1.657697e-02 -1.683080e-02 -1.699475e-02 -1.709932e-02 -1.716510e-02 -1.720587e-02 -1.723073e-02 -1.724563e-02 -1.725439e-02 -1.725942e-02 -1.726225e-02 -1.726378e-02 -1.726458e-02 -1.726497e-02 -1.726514e-02 -1.726519e-02 -1.726519e-02 -1.726516e-02 -1.726512e-02 -1.726508e-02 -1.726505e-02 -1.726502e-02 -1.726499e-02 -1.726498e-02 -1.726496e-02 -1.726495e-02 -1.726495e-02 -1.726495e-02 -1.726496e-02 -1.726497e-02 -1.726499e-02 -1.726501e-02 -1.726503e-02 -1.726505e-02 -1.726506e-02 -1.726505e-02 -1.726500e-02 -1.726484e-02 -1.726449e-02 -1.726379e-02 -1.726245e-02 -1.725999e-02 -1.725560e-02 -1.724795e-02 -1.723491e-02 -1.721308e-02 -1.717717e-02 -1.711906e-02 -1.702643e-02 -1.688081e-02 -1.665483e-02 -1.630819e-02 -1.578208e-02 -1.499100e-02 -1.381140e-02 -1.206569e-02 -9.500127e-03 -5.546812e-03 
-4.609812e-03 -9.757119e-03 -1.297598e-02 -1.521425e-02 -1.675372e-02 -1.780120e-02 -1.850623e-02 -1.897545e-02 -1.928402e-02 -1.948438e-02 -1.961273e-02 -1.969375e-02 -1.974411e-02 -1.977490e-02 -1.979340e-02 -1.980430e-02 -1.981058e-02 -1.981412e-02 -1.981604e-02 -1.981706e-02 -1.981755e-02 -1.981777e-02 -1.981785e-02 -1.981785e-02 -1.981782e-02 -1.981778e-02 -1.981774e-02 -1.981770e-02 -1.981767e-02 -1.981764e-02 -1.981762e-02 -1.981760e-02 -1.981759e-02 -1.981759e-02 -1.981759e-02 -1.981760e-02 -1.981761e-02 -1.981763e-02 -1.981765e-02 -1.981767e-02 -1.981769e-02 -1.981770e-02 -1.981769e-02 -1.981761e-02 -1.981740e-02 -1.981695e-02 -1.981606e-02 -1.981437e-02 -1.981129e-02 -1.980580e-02 -1.979626e-02 -1.978002e-02 -1.975290e-02 -1.970839e-02 -1.963654e-02 -1.952236e-02 -1.934352e-02 -1.906723e-02 -1.864576e-02 -1.801042e-02 -1.706313e-02 -1.566518e-02 -1.362241e-02 -1.066587e-02 -6.208947e-03 
-4.942513e-03 -1.047924e-02 -1.398504e-02 -1.644748e-02 -1.815691e-02 -1.932972e-02 -2.012483e-02 -2.065730e-02 -2.100931e-02 -2.123890e-02 -2.138651e-02 -2.148000e-02 -2.153826e-02 -2.157397e-02 -2.159546e-02 -2.160815e-02 -2.161548e-02 -2.161961e-02 -2.162188e-02 -2.162307e-02 -2.162366e-02 -2.162393e-02 -2.162403e-02 -2.162404e-02 -2.162401e-02 -2.162397e-02 -2.162393e-02 -2.162388e-02 -2.162385e-02 -2.162382e-02 -2.162379e-02 -2.162378e-02 -2.162376e-02 -2.162376e-02 -2.162376e-02 -2.162377e-02 -2.162378e-02 -2.162380e-02 -2.162382e-02 -2.162385e-02 -2.162387e-02 -2.162388e-02 -2.162385e-02 -2.162375e-02 -2.162350e-02 -2.162297e-02 -2.162191e-02 -2.161993e-02 -2.161631e-02 -2.160989e-02 -2.159876e-02 -2.157984e-02 -2.154831e-02 -2.149667e-02 -2.141352e-02 -2.128174e-02 -2.107603e-02 -2.075950e-02 -2.027899e-02 -1.955882e-02 -1.849243e-02 -1.693151e-02 -1.467225e-02 -1.143812e-02 -6.630123e-03 
-5.149106e-03 -1.095098e-02 -1.465749e-02 -1.727996e-02 -1.911288e-02 -2.037822e-02 -2.124084e-02 -2.182133e-02 -2.220672e-02 -2.245899e-02 -2.262169e-02 -2.272501e-02 -2.278955e-02 -2.282918e-02 -2.285308e-02 -2.286721e-02 -2.287539e-02 -2.288001e-02 -2.288255e-02 -2.288389e-02 -2.288456e-02 -2.288487e-02 -2.288498e-02 -2.288500e-02 -2.288498e-02 -2.288493e-02 -2.288489e-02 -2.288484e-02 -2.288480e-02 -2.288477e-02 -2.288475e-02 -2.288473e-02 -2.288472e-02 -2.288471e-02 -2.288471e-02 -2.288472e-02 -2.288474e-02 -2.288476e-02 -2.288478e-02 -2.288480e-02 -2.288483e-02 -2.288483e-02 -2.288480e-02 -2.288468e-02 -2.288439e-02 -2.288379e-02 -2.288261e-02 -2.288038e-02 -2.287633e-02 -2.286916e-02 -2.285674e-02 -2.283566e-02 -2.280059e-02 -2.274326e-02 -2.265114e-02 -2.250551e-02 -2.227884e-02 -2.193125e-02 -2.140572e-02 -2.062179e-02 -1.946734e-02 -1.778813e-02 -1.537495e-02 -1.194781e-02 -6.900507e-03 
-5.279900e-03 -1.125825e-02 -1.510200e-02 -1.783601e-02 -1.975646e-02 -2.108838e-02 -2.200020e-02 -2.261612e-02 -2.302639e-02 -2.329573e-02 -2.346989e-02 -2.358071e-02 -2.365008e-02 -2.369274e-02 -2.371850e-02 -2.373375e-02 -2.374259e-02 -2.374760e-02 -2.375035e-02 -2.375180e-02 -2.375254e-02 -2.375287e-02 -2.375300e-02 -2.375303e-02 -2.375301e-02 -2.375296e-02 -2.375292e-02 -2.375287e-02 -2.375283e-02 -2.375280e-02 -2.375277e-02 -2.375275e-02 -2.375274e-02 -2.375274e-02 -2.375274e-02 -2.375275e-02 -2.375276e-02 -2.375278e-02 -2.375281e-02 -2.375283e-02 -2.375285e-02 -2.375286e-02 -2.375282e-02 -2.375269e-02 -2.375237e-02 -2.375172e-02 -2.375043e-02 -2.374802e-02 -2.374363e-02 -2.373587e-02 -2.372244e-02 -2.369969e-02 -2.366188e-02 -2.360017e-02 -2.350117e-02 -2.334500e-02 -2.310251e-02 -2.273171e-02 -2.217290e-02 -2.134242e-02 -2.012461e-02 -1.836165e-02 -1.584138e-02 -1.228249e-02 -7.074799e-03 
-5.363272e-03 -1.145733e-02 -1.539315e-02 -1.820329e-02 -2.018438e-02 -2.156304e-02 -2.250983e-02 -2.315119e-02 -2.357950e-02 -2.386132e-02 -2.404391e-02 -2.416030e-02 -2.423326e-02 -2.427818e-02 -2.430535e-02 -2.432144e-02 -2.433078e-02 -2.433607e-02 -2.433898e-02 -2.434053e-02 -2.434131e-02 -2.434167e-02 -2.434181e-02 -2.434184e-02 -2.434181e-02 -2.434177e-02 -2.434172e-02 -2.434167e-02 -2.434163e-02 -2.434160e-02 -2.434157e-02 -2.434156e-02 -2.434154e-02 -2.434154e-02 -2.434154e-02 -2.434155e-02 -2.434157e-02 -2.434159e-02 -2.434161e-02 -2.434164e-02 -2.434166e-02 -2.434167e-02 -2.434162e-02 -2.434148e-02 -2.434115e-02 -2.434046e-02 -2.433909e-02 -2.433654e-02 -2.433190e-02 -2.432369e-02 -2.430951e-02 -2.428550e-02 -2.424564e-02 -2.418065e-02 -2.407656e-02 -2.391262e-02 -2.365855e-02 -2.327090e-02 -2.268818e-02 -2.182463e-02 -2.056234e-02 -1.874140e-02 -1.614809e-02 -1.250076e-02 -7.187082e-03 
-5.416370e-03 -1.158536e-02 -1.558190e-02 -1.844299e-02 -2.046520e-02 -2.187593e-02 -2.284697e-02 -2.350614e-02 -2.394720e-02 -2.423790e-02 -2.442652e-02 -2.454691e-02 -2.462247e-02 -2.466904e-02 -2.469722e-02 -2.471393e-02 -2.472364e-02 -2.472913e-02 -2.473216e-02 -2.473377e-02 -2.473458e-02 -2.473496e-02 -2.473511e-02 -2.473514e-02 -2.473512e-02 -2.473507e-02 -2.473502e-02 -2.473498e-02 -2.473493e-02 -2.473490e-02 -2.473487e-02 -2.473485e-02 -2.473484e-02 -2.473484e-02 -2.473484e-02 -2.473485e-02 -2.473487e-02 -2.473489e-02 -2.473492e-02 -2.473495e-02 -2.473497e-02 -2.473498e-02 -2.473493e-02 -2.473479e-02 -2.473444e-02 -2.473372e-02 -2.473230e-02 -2.472964e-02 -2.472482e-02 -2.471629e-02 -2.470156e-02 -2.467664e-02 -2.463529e-02 -2.456794e-02 -2.446019e-02 -2.429068e-02 -2.402839e-02 -2.362885e-02 -2.302938e-02 -2.214291e-02 -2.085012e-02 -1.898987e-02 -1.634768e-02 -1.264191e-02 -7.259107e-03 
